BHK,Rent,Size,Super Area,Carpet Area,Built Area,Mumbai,Chennai,Bangalore,Hyderabad,Delhi,Kolkata,Semi-Furnished,Unfurnished,Furnished,Bachelors/Family,Bachelors,Family,Bathroom
2,8.612503371220562,6.476972362889683,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2
2,9.798127036878302,6.684611727667927,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
2,9.392661928770137,6.476972362889683,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,10.419300717813158,6.551080335043404,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,9.472704636443673,7.003065458786462,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2
4,11.918390573078392,8.46821300919452,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5
2,8.699514748210191,6.802394763324311,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2
3,11.695247021764184,7.090076835776092,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3
2,9.798127036878302,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.546812608597396,6.621405651764134,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2,8.699514748210191,6.396929655216146,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,9.392661928770137,7.313220387090301,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2,10.043249494911286,7.170119543449628,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2
2,9.210340371976184,6.214608098422191,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,9.615805480084347,6.075346031088684,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,10.46310334047155,6.476972362889683,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
4,10.126631103850338,6.907755278982137,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
3,10.714417768752456,4.605170185988092,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
5,12.89921982609012,7.744136627627991,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,5
2,9.615805480084347,6.684611727667927,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.104979856318357,7.090076835776092,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.615805480084347,6.309918278226516,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
3,10.596634733096073,7.2078598714324755,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3
3,9.798127036878302,6.745236349484363,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3
2,9.392661928770137,6.745236349484363,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,8.699514748210191,6.1092475827643655,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,10.596634733096073,7.388946097618437,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3
2,9.392661928770137,6.551080335043404,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,9.392661928770137,6.745236349484363,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
1,10.203592144986466,5.991464547107982,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,9.798127036878302,7.003065458786462,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,8.922658299524402,5.991464547107982,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,11.512925464970229,5.703782474656201,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4
1,10.126631103850338,6.551080335043404,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.615805480084347,6.907755278982137,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
3,9.615805480084347,7.047517221357296,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
1,8.699514748210191,5.857933154483459,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,10.165851817003619,6.163314804034641,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,9.798127036878302,7.003065458786462,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.615805480084347,6.476972362889683,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
3,11.350406535472453,7.8632667240095735,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4
2,9.546812608597396,6.812345094177479,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,9.210340371976184,6.802394763324311,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2
3,9.903487552536127,7.575584651557793,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
3,9.780245895678089,7.01211529430638,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,8.699514748210191,5.857933154483459,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2,9.259130536145614,6.956545443151569,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,8.699514748210191,6.522092798170152,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.680344001221918,7.003065458786462,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2
1,8.779557455883728,6.214608098422191,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2,9.615805480084347,6.684611727667927,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,9.680344001221918,7.1308988302963465,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,9.798127036878302,5.703782474656201,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,8.517193191416238,6.1092475827643655,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1,8.85366542803745,6.476972362889683,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,10.203592144986466,7.600902459542082,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,9.615805480084347,6.396929655216146,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
3,12.206072645530174,7.0967213784947605,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3
3,11.982929094215963,7.600902459542082,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3
3,9.95227771670556,7.215239978730097,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.581903928408666,6.745236349484363,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
1,9.392661928770137,5.857933154483459,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,11.002099841204238,5.605802066295998,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3
1,9.798127036878302,6.684611727667927,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1,9.259130536145614,6.253828811575473,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,9.047821442478408,6.173786103901937,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
2,9.210340371976184,7.025538314638521,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2,8.987196820661973,6.396929655216146,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,9.392661928770137,7.090076835776092,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
2,9.680344001221918,6.684611727667927,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1,8.987196820661973,5.991464547107982,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,12.301382825334498,8.294049640102028,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4
1,9.210340371976184,6.028278520230698,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.740968623038354,6.380122536899765,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,9.615805480084347,7.003065458786462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.305650551780507,6.802394763324311,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,11.156250521031495,6.633318433280377,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
3,10.085809109330082,7.265429723253953,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.615805480084347,6.802394763324311,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
2,9.998797732340453,4.605170185988092,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
4,11.918390573078392,8.160518247477505,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6
1,8.517193191416238,4.969813299576001,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,10.46310334047155,6.802394763324311,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
3,10.308952660644293,7.600902459542082,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3
3,10.341742483467284,7.471363088187097,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3
2,9.210340371976184,6.684611727667927,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,9.392661928770137,6.620073206530356,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1,9.798127036878302,6.253828811575473,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,10.4341158035983,7.659171367666058,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3
3,10.778956289890028,7.600902459542082,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3
1,8.85366542803745,5.703782474656201,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,10.596634733096073,7.3777589082278725,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3
2,8.922658299524402,6.396929655216146,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,12.644327576461329,7.682482446534506,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4
3,10.915088464214607,6.802394763324311,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2
2,9.998797732340453,7.170119543449628,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
3,9.740968623038354,7.487173694213739,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
2,9.615805480084347,7.090076835776092,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,8.922658299524402,6.4457198193855785,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,9.392661928770137,7.495541943884256,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,8.987196820661973,5.703782474656201,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2,9.210340371976184,6.745236349484363,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,8.006367567650246,4.605170185988092,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2,9.878169744551839,7.038783541388542,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
3,10.915088464214607,6.829793737512425,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
1,9.104979856318357,6.684611727667927,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.51044496442652,6.907755278982137,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
2,9.903487552536127,6.802394763324311,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1,9.305650551780507,4.605170185988092,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.305650551780507,4.605170185988092,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
2,9.210340371976184,7.003065458786462,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
3,10.819778284410283,7.736307096548285,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3
1,8.779557455883728,5.298317366548036,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2,9.472704636443673,6.579251212010101,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
3,10.239959789157341,6.956545443151569,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
2,9.798127036878302,6.756932389247553,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,8.85366542803745,6.802394763324311,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,7.313220387090301,5.298317366548036,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1,8.85366542803745,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.615805480084347,6.956545443151569,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,9.998797732340453,7.003065458786462,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2
2,9.392661928770137,6.1092475827643655,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,10.645424897265505,7.047517221357296,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2
2,9.878169744551839,6.807934943699926,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1,9.615805480084347,6.1092475827643655,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,10.388995368317829,7.336285660021297,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3
2,9.392661928770137,6.907755278982137,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.305650551780507,6.802394763324311,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
4,12.611537753638338,7.3777589082278725,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4
3,9.615805480084347,7.313220387090301,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3
1,9.392661928770137,6.1092475827643655,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,9.350102314351341,6.551080335043404,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,8.699514748210191,5.703782474656201,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1,9.998797732340453,6.12029741895095,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.903487552536127,4.31748811353631,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2,9.392661928770137,7.2078598714324755,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,8.699514748210191,6.802394763324311,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,9.392661928770137,6.214608098422191,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,9.998797732340453,7.090076835776092,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2
2,9.680344001221918,6.856461984594587,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3
2,9.210340371976184,4.634728988229636,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,9.104979856318357,6.214608098422191,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,9.51044496442652,7.047517221357296,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
3,9.798127036878302,6.802394763324311,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2,9.392661928770137,6.428105272684596,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
3,11.407564949312402,6.7912214627261855,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2
2,9.392661928770137,6.856461984594587,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
2,9.825526011066415,6.824373670043086,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2
1,8.987196820661973,6.1092475827643655,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2,9.903487552536127,6.802394763324311,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2
3,11.225243392518447,7.003065458786462,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
2,9.392661928770137,6.907755278982137,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3
2,10.126631103850338,6.956545443151569,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2
3,9.903487552536127,7.495541943884256,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
3,11.84939770159144,7.1929342212158,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4
1,8.779557455883728,6.476972362889683,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.472704636443673,6.745236349484363,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2
1,9.392661928770137,6.396929655216146,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
4,11.77528972943772,7.408530566894626,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4
1,8.699514748210191,6.396929655216146,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,9.903487552536127,7.090076835776092,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2
1,8.922658299524402,6.214608098422191,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.546812608597396,7.090076835776092,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2
1,9.392661928770137,5.991464547107982,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.740968623038354,6.907755278982137,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,9.350102314351341,6.907755278982137,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,10.165851817003619,7.3777589082278725,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,8.517193191416238,6.684611727667927,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,8.779557455883728,3.784189633918261,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
2,10.596634733096073,6.437751649736401,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
3,8.922658299524402,6.907755278982137,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2
3,9.998797732340453,7.27931883541462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
3,10.373491181781864,7.48605261786314,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
3,9.903487552536127,7.090076835776092,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,9.159047077588632,6.802394763324311,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,8.699514748210191,6.396929655216146,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.472704636443673,6.684611727667927,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.210340371976184,6.396929655216146,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,11.156250521031495,7.003065458786462,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3
2,10.203592144986466,4.499809670330265,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
3,12.206072645530174,8.006367567650246,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
4,13.304684934198283,7.824046010856292,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4
1,8.85366542803745,5.0106352940962555,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,9.392661928770137,6.907755278982137,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
3,11.082142548877775,5.480638923341991,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3
3,10.373491181781864,7.170119543449628,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.392661928770137,7.313220387090301,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
2,9.615805480084347,6.907755278982137,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
2,10.596634733096073,6.565264970035361,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,9.305650551780507,6.684611727667927,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2
1,8.922658299524402,5.991464547107982,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,9.615805480084347,7.02108396428914,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
2,11.03488966402723,6.692083742506628,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3
1,9.392661928770137,5.703782474656201,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2,11.225243392518447,6.543911845564792,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,9.305650551780507,6.173786103901937,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1,8.987196820661973,6.309918278226516,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2,9.680344001221918,5.991464547107982,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
1,9.104979856318357,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,10.46310334047155,6.1092475827643655,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
1,9.615805480084347,6.476972362889683,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2,9.104979856318357,4.976733742420574,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2,9.798127036878302,6.882437470997847,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2,9.913437883389296,4.430816798843313,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2
2,9.392661928770137,6.620073206530356,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
2,9.159047077588632,7.038783541388542,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.392661928770137,6.214608098422191,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
3,9.798127036878302,7.575584651557793,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
1,8.411832675758411,5.703782474656201,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,9.798127036878302,4.700480365792417,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2,9.392661928770137,6.856461984594587,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
3,9.711115659888671,7.52294091807237,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3
2,9.472704636443673,6.214608098422191,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,8.85366542803745,6.214608098422191,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
3,9.615805480084347,6.97354301952014,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2
2,9.998797732340453,7.003065458786462,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.392661928770137,6.476972362889683,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,9.011889433252344,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,10.126631103850338,6.907755278982137,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
4,12.429216196844383,7.824046010856292,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4
2,9.615805480084347,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,8.779557455883728,6.1092475827643655,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,9.047821442478408,6.725033642166843,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,9.392661928770137,6.856461984594587,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,9.546812608597396,6.476972362889683,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2
1,9.825526011066415,6.063785208687608,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2,10.858998997563564,6.309918278226516,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2,9.546812608597396,6.476972362889683,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,9.680344001221918,5.991464547107982,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2,9.798127036878302,6.877296071497429,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2
2,10.373491181781864,6.907755278982137,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
3,10.308952660644293,7.2078598714324755,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3
3,9.210340371976184,7.090076835776092,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3
2,10.491274217438248,6.429719478039138,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2
2,11.350406535472453,6.804614520062624,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,10.571316925111784,6.579251212010101,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,10.126631103850338,7.003065458786462,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
3,10.46310334047155,7.649692623711514,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3
2,9.433483923290392,6.476972362889683,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5,13.122363377404328,8.268731832117737,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5
1,9.740968623038354,5.926926025970411,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,9.433483923290392,6.522092798170152,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2
2,9.903487552536127,6.7912214627261855,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,9.998797732340453,5.991464547107982,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,10.645424897265505,6.651571873589727,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2
3,9.903487552536127,7.414572881350589,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.680344001221918,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.546812608597396,6.745236349484363,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
2,10.819778284410283,7.090076835776092,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2,8.517193191416238,6.040254711277414,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
3,10.915088464214607,7.600902459542082,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3
2,9.093806555720231,7.003065458786462,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.472704636443673,6.856461984594587,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,9.546812608597396,5.768320995793772,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,9.615805480084347,5.41610040220442,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,10.51867319162636,7.495541943884256,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3
3,11.03488966402723,7.426549072397305,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3
1,10.126631103850338,5.940171252720432,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
4,12.206072645530174,7.7406644019172415,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4
3,10.819778284410283,7.393263094763838,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3
3,9.903487552536127,7.090076835776092,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2
3,12.706847933442663,8.1886891244442,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
2,9.680344001221918,6.620073206530356,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
3,11.407564949312402,7.2078598714324755,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
2,9.305650551780507,6.802394763324311,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
3,11.225243392518447,6.877296071497429,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2,8.85366542803745,6.907755278982137,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,9.903487552536127,6.1092475827643655,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,9.392661928770137,6.472346294500901,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.998797732340453,6.907755278982137,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
2,9.433483923290392,6.396929655216146,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,9.51044496442652,6.551080335043404,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2,9.51044496442652,6.551080335043404,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
1,8.517193191416238,6.1092475827643655,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,10.915088464214607,6.214608098422191,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,9.852194258148577,6.194405391104672,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,10.819778284410283,6.745236349484363,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
