BHK,Rent,Size,Super Area,Carpet Area,Built Area,Mumbai,Chennai,Bangalore,Hyderabad,Delhi,Kolkata,Semi-Furnished,Unfurnished,Furnished,Bachelors/Family,Bachelors,Family,Bathroom
1,9.798127036878302,5.41610040220442,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
2,10.596634733096073,7.495541943884256,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2,10.203592144986466,6.907755278982137,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2
3,10.308952660644293,7.090076835776092,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
3,11.461632170582678,7.170119543449628,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3
1,8.779557455883728,6.214608098422191,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,10.043249494911286,7.003065458786462,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
2,12.154779351142624,6.796823718274855,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,9.210340371976184,6.907755278982137,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2
2,10.714417768752456,6.551080335043404,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
4,10.596634733096073,7.783224016336037,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3
2,10.308952660644293,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.740968623038354,6.476972362889683,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
1,9.210340371976184,7.170119543449628,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2,10.126631103850338,7.090076835776092,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,11.918390573078392,7.090076835776092,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2
3,10.308952660644293,7.313220387090301,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3
1,10.714417768752456,6.214608098422191,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,8.070906088787819,5.393627546352362,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
3,10.596634733096073,8.160518247477505,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2
2,10.545341438708522,6.551080335043404,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,9.047821442478408,6.802394763324311,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,10.915088464214607,7.27931883541462,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2,9.472704636443673,6.7912214627261855,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
3,10.778956289890028,7.1592919047975645,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3
3,11.225243392518447,7.824046010856292,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4
1,9.104979856318357,6.1092475827643655,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3,9.472704636443673,7.27931883541462,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,9.104979856318357,6.961296045910167,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2
3,10.373491181781864,7.090076835776092,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3
1,10.308952660644293,5.857933154483459,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,8.45531778769815,5.521460917862246,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1,8.411832675758411,4.74493212836325,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,9.798127036878302,4.787491742782046,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3
3,10.043249494911286,6.966024187106113,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
1,8.411832675758411,5.438079308923196,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,10.126631103850338,6.745236349484363,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2
3,9.740968623038354,6.684611727667927,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
1,9.392661928770137,6.309918278226516,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
3,10.46310334047155,7.049254841255837,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3
3,10.373491181781864,7.477604243197589,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3
3,10.126631103850338,7.3777589082278725,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
1,8.922658299524402,6.214608098422191,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,10.059721774566764,7.313220387090301,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
2,9.798127036878302,6.802394763324311,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
2,8.85366542803745,6.684611727667927,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2,9.305650551780507,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,8.987196820661973,7.047517221357296,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,8.699514748210191,6.396929655216146,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.433483923290392,7.27931883541462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,10.126631103850338,4.605170185988092,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
1,8.517193191416238,5.991464547107982,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2,9.433483923290392,6.802394763324311,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2,9.680344001221918,6.476972362889683,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,9.998797732340453,6.907755278982137,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
3,9.392661928770137,6.967909201801884,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,11.002099841204238,7.682482446534506,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3
1,10.308952660644293,6.396929655216146,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
2,9.615805480084347,6.684611727667927,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.648595302907339,6.684611727667927,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.392661928770137,5.662960480135946,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2,9.615805480084347,6.396929655216146,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.903487552536127,6.887552571664617,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1,8.699514748210191,3.2188758248682006,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,9.305650551780507,6.361302477572996,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2,9.159047077588632,6.551080335043404,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,10.915088464214607,6.22455842927536,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,9.305650551780507,5.966146739123692,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,10.308952660644293,6.028278520230698,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
3,9.998797732340453,7.438383530044307,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.581903928408666,6.932447891572509,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
2,9.259130536145614,6.984716320118266,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
3,10.596634733096073,7.3777589082278725,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3
2,9.210340371976184,6.907755278982137,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,10.239924074233857,7.1308988302963465,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,10.596634733096073,7.003065458786462,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
2,10.596634733096073,6.437751649736401,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
3,11.156250521031495,7.930206206684683,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
2,9.350102314351341,7.003065458786462,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
1,9.472704636443673,5.953243334287785,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2,10.714417768752456,6.593044534142437,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2
2,9.615805480084347,6.907755278982137,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,9.392661928770137,6.907755278982137,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
4,11.695247021764184,8.31996102188653,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4
1,9.472704636443673,6.309918278226516,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2,9.350102314351341,7.1308988302963465,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,12.100712129872347,6.907755278982137,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2,9.680344001221918,6.684611727667927,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
4,13.180632285528304,8.294049640102028,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,5
2,9.740968623038354,6.856461984594587,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2
4,11.77528972943772,8.049746290952191,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5
1,8.294049640102028,6.476972362889683,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,11.112447898373103,6.956545443151569,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3
3,11.141861783579396,7.003065458786462,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3
2,9.305650551780507,7.090076835776092,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
2,9.648595302907339,7.003065458786462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.648595302907339,6.802394763324311,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
3,9.615805480084347,7.090076835776092,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
3,9.769956159911606,6.856461984594587,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,10.545341438708522,5.10594547390058,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2
2,9.615805480084347,6.9985096422506015,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,9.210340371976184,6.214608098422191,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,9.903487552536127,7.289610521451167,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3
1,9.546812608597396,6.745236349484363,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1,9.305650551780507,6.309918278226516,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2,9.392661928770137,6.907755278982137,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,8.85366542803745,6.214608098422191,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2
3,9.615805480084347,7.346010209913293,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2
1,9.104979856318357,5.521460917862246,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2,9.798127036878302,7.170119543449628,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.210340371976184,3.912023005428146,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2,8.922658299524402,6.309918278226516,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
3,9.878169744551839,4.8283137373023015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2,9.433483923290392,5.991464547107982,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
4,10.596634733096073,7.170119543449628,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
2,9.680344001221918,7.003065458786462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,10.373491181781864,6.522092798170152,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2
2,9.159047077588632,6.476972362889683,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,9.210340371976184,6.802394763324311,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2
2,10.596634733096073,4.553876891600541,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,11.695247021764184,6.802394763324311,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2
2,11.407564949312402,6.655440350367647,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2,10.308952660644293,6.1092475827643655,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
3,10.858998997563564,7.462789157412448,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3
2,10.714417768752456,7.2078598714324755,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2
2,9.615805480084347,6.684611727667927,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,8.779557455883728,6.907755278982137,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,11.289781913656018,7.495541943884256,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3
2,10.46310334047155,6.522092798170152,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
4,12.706847933442663,7.600902459542082,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5
1,8.85366542803745,5.991464547107982,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,9.472704636443673,6.684611727667927,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,9.546812608597396,5.598421958998375,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2,9.210340371976184,6.551080335043404,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,8.517193191416238,6.684611727667927,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2,9.615805480084347,6.551080335043404,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
3,12.89921982609012,7.495541943884256,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4
2,9.680344001221918,6.396929655216146,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,9.047821442478408,4.007333185232471,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2,8.987196820661973,5.298317366548036,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2
3,10.308952660644293,7.24422751560335,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2
2,9.769956159911606,6.907755278982137,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2
2,9.903487552536127,7.003065458786462,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2
2,9.159047077588632,6.396929655216146,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,10.757902880692196,6.371611847231857,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,9.798127036878302,7.170119543449628,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2,10.950806546816688,6.684611727667927,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2,10.373491181781864,6.309918278226516,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
3,10.915088464214607,7.2078598714324755,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3
1,8.726805608446096,6.345636360828596,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,9.210340371976184,6.1092475827643655,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1,8.85366542803745,6.214608098422191,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,9.472704636443673,6.309918278226516,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,8.699514748210191,6.214608098422191,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,9.615805480084347,6.684611727667927,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
1,8.922658299524402,5.991464547107982,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,10.043249494911286,6.016157159698354,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,9.998797732340453,7.047517221357296,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,10.87804719253426,6.620073206530356,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1,8.517193191416238,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,10.373491181781864,7.352441100243583,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
3,11.608235644774552,7.313220387090301,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4
1,9.903487552536127,5.736572297479192,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2,9.392661928770137,6.476972362889683,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
4,11.289781913656018,8.043984431221553,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5
1,8.779557455883728,6.476972362889683,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1,9.305650551780507,6.396929655216146,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,8.85366542803745,6.856461984594587,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
3,9.210340371976184,6.907755278982137,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
3,9.903487552536127,6.956545443151569,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2
1,9.011889433252344,6.214608098422191,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2,8.699514748210191,5.768320995793772,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,9.615805480084347,7.090076835776092,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,10.043249494911286,4.430816798843313,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,10.401227936753463,7.090076835776092,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1,10.915088464214607,6.309918278226516,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,8.987196820661973,6.7912214627261855,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2,9.392661928770137,6.620073206530356,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2
3,10.126631103850338,7.313220387090301,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3
2,9.210340371976184,7.24422751560335,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,10.043249494911286,6.802394763324311,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
2,10.126631103850338,7.047517221357296,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
1,8.779557455883728,6.620073206530356,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,8.699514748210191,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,9.615805480084347,7.27931883541462,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3
2,10.257659366256743,6.802394763324311,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,9.769956159911606,6.476972362889683,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2
1,9.798127036878302,6.214608098422191,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2,9.210340371976184,6.476972362889683,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2
1,8.732304571033183,6.214608098422191,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,9.137769679141348,6.214608098422191,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2,10.596634733096073,6.739336627357174,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2
1,8.922658299524402,5.857933154483459,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
5,12.154779351142624,5.298317366548036,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5
2,9.615805480084347,6.907755278982137,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2,11.350406535472453,6.745236349484363,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
1,8.517193191416238,5.991464547107982,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,11.918390573078392,7.170119543449628,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3
1,8.517193191416238,6.684611727667927,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2,9.546812608597396,6.214608098422191,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,8.987196820661973,4.31748811353631,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,10.308952660644293,7.3777589082278725,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2,9.392661928770137,6.396929655216146,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,10.46310334047155,7.824046010856292,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,9.305650551780507,6.907755278982137,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2
5,13.304684934198283,8.411832675758411,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5
1,8.699514748210191,5.991464547107982,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2,9.159047077588632,6.476972362889683,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2
4,12.206072645530174,7.731930721948486,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4
2,11.156250521031495,7.1891677384203225,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2
2,9.305650551780507,6.721425700790643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
2,9.903487552536127,7.313220387090301,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
2,9.210340371976184,6.593044534142437,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,9.546812608597396,6.7912214627261855,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
2,10.085809109330082,6.4457198193855785,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
2,9.798127036878302,6.907755278982137,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2
3,11.512925464970229,7.24422751560335,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3
2,10.46310334047155,6.927557906278317,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2
1,10.714417768752456,6.214608098422191,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
1,8.411832675758411,6.396929655216146,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,8.517193191416238,6.1092475827643655,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,8.922658299524402,6.016157159698354,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2,10.239959789157341,6.907755278982137,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
3,11.461632170582678,7.170119543449628,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4
2,9.903487552536127,7.003065458786462,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2
1,8.987196820661973,5.991464547107982,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
2,9.546812608597396,6.802394763324311,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2
3,10.126631103850338,7.3777589082278725,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
2,10.596634733096073,6.620073206530356,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2
1,8.517193191416238,5.857933154483459,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,9.615805480084347,6.856461984594587,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2,9.615805480084347,6.907755278982137,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
3,10.51867319162636,7.495541943884256,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
2,9.305650551780507,6.396929655216146,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,9.104979856318357,6.396929655216146,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1,9.581903928408666,6.396929655216146,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2,10.714417768752456,6.194405391104672,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2,8.85366542803745,6.214608098422191,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2,8.699514748210191,6.214608098422191,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2,9.95227771670556,7.029972911706386,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
1,10.043249494911286,6.075346031088684,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
3,10.596634733096073,7.438383530044307,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3
2,9.615805480084347,6.802394763324311,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3,11.918390573078392,5.703782474656201,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
2,9.615805480084347,6.956545443151569,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2
2,9.392661928770137,6.779921907472252,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2
1,8.779557455883728,6.1092475827643655,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
2,9.680344001221918,6.956545443151569,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
3,10.46310334047155,7.3395376954076745,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2
1,8.699514748210191,5.991464547107982,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
3,9.998797732340453,7.24422751560335,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,8.612503371220562,4.204692619390966,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,10.51867319162636,7.580699752224563,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
2,10.239959789157341,4.382026634673881,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,9.546812608597396,4.605170185988092,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1,9.998797732340453,5.991464547107982,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,9.104979856318357,6.745236349484363,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2
2,9.615805480084347,7.090076835776092,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2,9.615805480084347,6.97166860472579,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
2,9.903487552536127,6.684611727667927,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,10.165851817003619,6.1092475827643655,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
1,10.085809109330082,6.551080335043404,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1,8.85366542803745,6.1092475827643655,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,11.002099841204238,7.346010209913293,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3
2,9.433483923290392,6.684611727667927,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2
2,9.680344001221918,6.866933284461882,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
1,9.433483923290392,6.396929655216146,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,9.546812608597396,7.495541943884256,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3
1,8.699514748210191,5.768320995793772,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,10.203592144986466,6.156978985585555,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
3,9.740968623038354,7.24422751560335,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
2,9.210340371976184,7.003065458786462,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
2,10.46310334047155,6.476972362889683,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
4,12.100712129872347,7.43307534889858,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6
2,9.104979856318357,6.214608098422191,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2,10.46310334047155,6.476972362889683,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2
1,8.699514748210191,5.991464547107982,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
